element_type,osmid,name,geometry,latitude,longitude
node,5333830421,Pharmacie La Suite صيدلية لاسويط,POINT (-4.9905295 33.9939304),33.9939304,-4.9905295
node,5356941721,Pharmacie Makro صيدلية ماكرو,POINT (-5.0532944 34.0201123),34.0201123,-5.0532944
node,5358636223,La Grande Pharmacie الصيدلية الكبرى,POINT (-5.0555968 34.0239277),34.0239277,-5.0555968
node,5360680621,Pharmacie El Boutahri صيدلي البوطهري,POINT (-5.0574499 34.0182077),34.0182077,-5.0574499
node,5361001722,Pharmacie Assafwa صيدلية الصفوة,POINT (-5.0490094 34.0215063),34.0215063,-5.0490094
node,5361214423,Pharmacie El Hijazi صيدلية الحجازي,POINT (-5.0462911 34.0202864),34.0202864,-5.0462911
node,5370125323,Pharmacie Sandra صيدلية ساندرا,POINT (-5.0506962 34.0242119),34.0242119,-5.0506962
node,5370323321,Pharmacie Zouagha Bas صيدلية الزواغة السفلى,POINT (-5.0462297 34.0277814),34.0277814,-5.0462297
node,5372625428,Pharmacie Al Hamd صيدلية الحمد,POINT (-5.0413497 34.0274386),34.0274386,-5.0413497
node,5375123532,Pharmacie El Qods صيدلية القدس,POINT (-5.0510426 34.0156066),34.0156066,-5.0510426
node,5375153021,Pharmacie L'Avenir صيدلية المستقبل,POINT (-5.0410357 34.0303541),34.0303541,-5.0410357
node,5377810721,Pharmacie Al Marja صيدلية المرجة,POINT (-5.0446229 34.0312285),34.0312285,-5.0446229
node,5377973123,Pharmacie Attaakhi صيدلية التآخي,POINT (-5.051411 34.031626),34.031626,-5.051411
node,5392797622,Pharmacie Arreda صيدلية الرضا,POINT (-5.0494287 34.0365448),34.0365448,-5.0494287
node,5393784822,Pharmacie Sefrioui صيدلية الصفريوي,POINT (-5.0097849 34.0088152),34.0088152,-5.0097849
node,5393785323,Pharmacie Diamant Vert صيدلية الجوهرة الخضراء,POINT (-5.0120511 34.0009245),34.0009245,-5.0120511
node,5395575621,Pharmacie Ouad El Jawahir صيدلية واد الجواهر,POINT (-5.0507853 34.0388197),34.0388197,-5.0507853
node,5398354121,Pharmacie Wafi صيدلية الوافي,POINT (-5.0441143 34.036935),34.036935,-5.0441143
node,5398499522,Pharmacie Espace Santé صيدلية فضاء الصحة,POINT (-5.0436688 34.0341382),34.0341382,-5.0436688
node,5398558823,Pharmacie Haj Bensalem صيدلية الحاج بنسالم,POINT (-5.038962 34.0351489),34.0351489,-5.038962
node,5398624423,Pharmacie Italia صيدلية إيطاليا,POINT (-5.0349723 34.0401158),34.0401158,-5.0349723
node,5400932621,Pharmacie Al Najoua صيدلية النجوى,POINT (-5.0406043 34.0375903),34.0375903,-5.0406043
node,5407132238,Pharmacie El Iraki صيدلية العراقي,POINT (-5.0486606 34.0147038),34.0147038,-5.0486606
node,5407220722,Pharmacie Al Oumma صيدلية الأمة,POINT (-5.0375648 34.0233281),34.0233281,-5.0375648
node,5414211822,Pharmacie Zouagha صيدلية الزواغة,POINT (-5.0351104 34.0247648),34.0247648,-5.0351104
node,5424399125,Pharmacie Bensouda صيدلية بن سودة,POINT (-5.0531777 34.0170139),34.0170139,-5.0531777
node,5424447822,Pharmacie Av Med VI صيدلية شارع محمد السادس,POINT (-5.028244 34.0263639),34.0263639,-5.028244
node,5430059334,Pharmacie des Sciences صيدلية العلوم,POINT (-5.0176469 34.0104753),34.0104753,-5.0176469
node,5437048725,Pharmacie Sekkat صيدلية السقاط,POINT (-5.0227221 34.0125631),34.0125631,-5.0227221
node,5437151022,Pharmacie Al Wahda صيدلية الوحدة,POINT (-5.0514716 34.0132168),34.0132168,-5.0514716
node,5439966421,Pharmacie Kandoussi صيدلية القندوسي,POINT (-5.0446424 34.0037878),34.0037878,-5.0446424
node,5445400122,Pharmacie Ain Smen صيدلية عين السمن,POINT (-5.0262209 34.0120186),34.0120186,-5.0262209
node,5446674221,Pharmacie Errachidia صيدلية الراشدية,POINT (-5.0136845 34.015282),34.015282,-5.0136845
node,5472824321,Pharmacie Al Wissal صيدلية الوصال,POINT (-5.0560575 33.9952412),33.9952412,-5.0560575
node,5472942725,Pharmacie Al Kaoutar صيدلية الكوثر,POINT (-5.0293645 34.0136031),34.0136031,-5.0293645
node,5477775421,Pharmacie Nassim صيدلية النسيم,POINT (-5.0607799 33.9966238),33.9966238,-5.0607799
node,5480087722,Pharmacie Al Abaouayne صيدلية الأبوين,POINT (-5.0625071 33.9944371),33.9944371,-5.0625071
node,5490795223,Pharmacie Fahmi صيدلية فهمي,POINT (-5.0296466 34.0170581),34.0170581,-5.0296466
node,5490862523,Pharmacie Ayoub صيدلية أيوب سيد الهادي,POINT (-5.031363 34.0153361),34.0153361,-5.031363
node,5495984921,Pharmacie Basma,POINT (-5.0331285 34.0173431),34.0173431,-5.0331285
node,5496103023,Pharmacie Annamae صيدلية النماء,POINT (-5.0577644 33.9986675),33.9986675,-5.0577644
node,5496517321,Pharmacie la Ferraille صيدلية لافيراي,POINT (-5.0540763 33.999834),33.999834,-5.0540763
node,5505183922,Pharmacie le Coin صيدلية الركن,POINT (-5.0331652 34.012893),34.012893,-5.0331652
node,5507936522,Pharmacie Sanabil صيدلية السنابل,POINT (-5.03528 34.021261),34.021261,-5.03528
node,5522399521,Pharmacie Dar Es-Salam صيدلية دار السلام,POINT (-5.0287799 34.0232632),34.0232632,-5.0287799
node,5524915624,Pharmacie Addoha صيدلية الضحى,POINT (-5.0322943 34.0237733),34.0237733,-5.0322943
node,5525093277,Pharmacie Oum El Koura صيدلية أم القرى,POINT (-5.0364946 34.0184753),34.0184753,-5.0364946
node,5527473421,Pharmacie Al Farouk صيدلية الفاروق,POINT (-5.0385293 34.0203423),34.0203423,-5.0385293
node,5527619921,Pharmacie Sidi El Hadi صيدلية سيدي الهادي,POINT (-5.0407606 34.0183742),34.0183742,-5.0407606
node,5527682122,Pharmacie Al Khattabi صيدلية الخطابي,POINT (-5.0434335 34.0139363),34.0139363,-5.0434335
node,5528634825,Pharmacie des Roches صيدلية الصخور,POINT (-5.0078415 33.9948567),33.9948567,-5.0078415
node,5552817821,Pharmacie Sagha صيدلية الصاغة,POINT (-4.9748059 34.066239),34.066239,-4.9748059
node,5718733521,Pharmacie Chifae Arrahmane صيدلية شفاء الرحمان,POINT (-5.0433317 34.0516802),34.0516802,-5.0433317
node,5727962822,Pharmacie Jardin de Tghath صيدلية حديقة تغاث,POINT (-5.0238346 34.0595306),34.0595306,-5.0238346
node,5735067971,Pharmacie Errachid صيدلية الرشيد,POINT (-4.9996766 34.0704938),34.0704938,-4.9996766
node,5735223007,Pharmacie Al Imam Mouslim صيدلية الإمام مسلم,POINT (-5.0108801 34.0670337),34.0670337,-5.0108801
node,5740981221,Pharmacie Dar Dmana صيدلية دار الضمانة,POINT (-4.9574981 34.0650353),34.0650353,-4.9574981
node,5744062346,Pharmacie Al Youmne صيدلية اليمن,POINT (-5.0413397 34.0092557),34.0092557,-5.0413397
node,5749776079,Pharmacie Volubilis صيدلية وليلي,POINT (-5.0003661 34.0347847),34.0347847,-5.0003661
node,7725405985,Pharmacie Riad Chafi صيدلية رياض الشافي,POINT (-4.9599062 34.0164626),34.0164626,-4.9599062
node,8972515927,Pharmacie Asmae صيدلية أسماء,POINT (-4.9752165 34.0136448),34.0136448,-4.9752165
node,8972595649,Pharmacie du Lido صيدلية الليدو,POINT (-4.9904057 34.0331265),34.0331265,-4.9904057
node,8984249652,Pharmacie Saada صيدلية السعادة,POINT (-5.0048828 34.0256245),34.0256245,-5.0048828
node,8993802951,Pharmacie Gharnata صيدلية غرناطة,POINT (-5.0287686 34.0357569),34.0357569,-5.0287686
node,9010895004,Pharmacie Berrada صيدلية برادة,POINT (-5.0138627 34.0591521),34.0591521,-5.0138627
node,9010900716,Pharmacie Averroès صيدلية ابن رشد,POINT (-5.0091946 34.0433492),34.0433492,-5.0091946
node,9032660795,Pharmacie Attouraya صيدلية الثريا,POINT (-4.9955712 34.0695594),34.0695594,-4.9955712
node,9032668703,Pharmacie Hay Belkhayat صيدلية حي بلخياط,POINT (-5.001806 34.0686025),34.0686025,-5.001806
node,9032672710,Pharmacie Al Mamalik صيدلية الممالك,POINT (-4.9968004 34.0658698),34.0658698,-4.9968004
node,9032747370,Pharmacie le Remède صيدلية الدواء,POINT (-5.0111457 34.0588845),34.0588845,-5.0111457
node,9032748170,Pharmacie Ain Kadouss صيدلية عين قادوس,POINT (-5.008256 34.0598898),34.0598898,-5.008256
node,9032830871,Pharmacie Benkirane صيدلية بنكيران,POINT (-5.0169477 34.0596226),34.0596226,-5.0169477
node,9032834575,Pharmacie El Ghazi صيدلية الغازي,POINT (-5.0152941 34.0567516),34.0567516,-5.0152941
node,9035353158,Pharmacie Jbel Tghat صيدلية جبل ثغات,POINT (-5.0212595 34.0577633),34.0577633,-5.0212595
node,9035364493,Pharmacie Faiza صيدلية فايزة,POINT (-5.0303904 34.0566911),34.0566911,-5.0303904
node,9035500323,Pharmacie Salah صيدلية صلاح,POINT (-5.0256744 34.0554449),34.0554449,-5.0256744
node,9035505122,Pharmacie Reda صيدلية رضا,POINT (-5.0267418 34.0571553),34.0571553,-5.0267418
node,9035534360,Pharmacie Al Imane صيدلية الإيمان,POINT (-5.0344778 34.0523514),34.0523514,-5.0344778
node,9035544128,Pharmacie Al Falah صيدلية الفلاح,POINT (-5.0287002 34.0550044),34.0550044,-5.0287002
node,9035591817,Pharmacie Ain Haroun صيدلية عين هارون,POINT (-5.0073181 34.066531),34.066531,-5.0073181
node,9035612159,Pharmacie Ibn Al Khatib صيدلية بن الخطيب,POINT (-5.0035026 34.0665259),34.0665259,-5.0035026
node,9035630210,Pharmacie Agadir صيدلية أكادير,POINT (-5.009789 34.063744),34.063744,-5.009789
node,9035717748,Pharmacie Saida صيدلية سعيدة,POINT (-5.0162463 34.0651564),34.0651564,-5.0162463
node,9035797630,Pharmacie Es-Salam صيدلية السلام,POINT (-5.0123122 34.0610614),34.0610614,-5.0123122
node,9038248382,Pharmacie Ibn Sina صيدلية ابن سينا,POINT (-5.0054342 34.0634415),34.0634415,-5.0054342
node,9038251500,Pharmacie Dayaa صيدلية الضيعة,POINT (-5.0181666 34.0627967),34.0627967,-5.0181666
node,9038273758,Pharmacie Hay Laalou صيدلية حي لعلو,POINT (-5.0121204 34.0651138),34.0651138,-5.0121204
node,9038321797,Pharmacie Al Imam Malik صيدلية الإمام مالك,POINT (-5.0215687 34.0622255),34.0622255,-5.0215687
node,9038337026,Pharmacie Al Marwa صيدلية المروى,POINT (-5.0285858 34.0602017),34.0602017,-5.0285858
node,9040946630,Pharmacie Al Hilal صيدلية الهلال,POINT (-5.0330511 34.0611772),34.0611772,-5.0330511
node,9041087322,Pharmacie Soundous صيدلية السندس,POINT (-5.0364883 34.0593037),34.0593037,-5.0364883
node,9041103033,Pharmacie El Boukhari صيدلية البخاري,POINT (-5.0352601 34.0567425),34.0567425,-5.0352601
node,9041125608,Pharmacie Mounia صيدلية مونية,POINT (-5.0397344 34.058589),34.058589,-5.0397344
node,9041137082,Pharmacie Youssef Ben Tachafine صيدلية يوسف تاشفين,POINT (-5.0415456 34.0549853),34.0549853,-5.0415456
node,9041162334,Pharmacie Lhoumadi صيدلية لحومادي,POINT (-5.0393854 34.0511596),34.0511596,-5.0393854
node,9041164672,Pharmacie Maalal صيدلية معلال,POINT (-5.0380269 34.0531852),34.0531852,-5.0380269
node,9041205020,Pharmacie Hasnaoui صيدلية الحسناوي,POINT (-5.0454574 34.0587131),34.0587131,-5.0454574
node,9041206899,Pharmacie Dr Obtel صيدلية د.أوبتيل,POINT (-5.048599 34.05283),34.05283,-5.048599
node,9041211850,Pharmacie El Mountazah صيدلية المنتزه,POINT (-5.0446871 34.0558711),34.0558711,-5.0446871
node,9041249677,Pharmacie Nasma صيدلية نسمة,POINT (-4.9541227 34.0453606),34.0453606,-4.9541227
node,9041266437,Pharmacie Al Hanae صيدلية الهناء,POINT (-4.9606574 34.0488103),34.0488103,-4.9606574
node,9041318009,Pharmacie Bled Tahiriyine صيدلية بلاد الطاهريين,POINT (-4.9562404 34.0474135),34.0474135,-4.9562404
node,9041369092,Pharmacie Al Makkiya صيدلية المكية,POINT (-4.9572886 34.0507379),34.0507379,-4.9572886
node,9043787624,Pharmacie Driss صيدلية إدريس,POINT (-4.9644643 34.0501087),34.0501087,-4.9644643
node,9043830738,Pharmacie Wisslane صيدلية ويسلان,POINT (-4.9520117 34.0581225),34.0581225,-4.9520117
node,9043830995,Pharmacie El Louizatt صيدلية اللويزات,POINT (-4.9564327 34.0593227),34.0593227,-4.9564327
node,9043883647,Pharmacie M'sella صيدلية المصلى,POINT (-4.9608524 34.0524925),34.0524925,-4.9608524
node,9043883650,Pharmacie la Ménara صيدلية المنارة,POINT (-4.9681185 34.0142987),34.0142987,-4.9681185
node,9043888667,Pharmacie Kamal صيدلية كمال,POINT (-4.9544992 34.0571051),34.0571051,-4.9544992
node,9043936390,Pharmacie Saguia Lhamra صيدلية الساقية الحمراء,POINT (-4.9723992 34.0182531),34.0182531,-4.9723992
node,9043956382,Pharmacie Aouinat El Hajjaj صيدلية عوينات الحجاج,POINT (-4.967283 34.0200745),34.0200745,-4.967283
node,9043968723,Pharmacie El Alj صيدلية العلج,POINT (-4.9679916 34.0199568),34.0199568,-4.9679916
node,9043970857,Pharmacie Alae Arrahman صيدلية الرحمان,POINT (-4.9630909 34.0178391),34.0178391,-4.9630909
node,9045350223,Pharmacie Bab Fès صيدلية باب فاس,POINT (-4.9418139 34.0611947),34.0611947,-4.9418139
node,9045364285,Pharmacie Moulay M'Barek صيدلية مولاي مبارك,POINT (-4.9543363 34.0639385),34.0639385,-4.9543363
node,9045374425,Pharmacie Ain Nokbi صيدلية عين النقبي,POINT (-4.9526825 34.0617846),34.0617846,-4.9526825
node,9045400740,Pharmacie El Kobba صيدلية القبة,POINT (-4.9527481 34.0644193),34.0644193,-4.9527481
node,9045416087,Pharmacie Jnane Kadiri صيدلية جنان القادري,POINT (-4.955399 34.067096),34.067096,-4.955399
node,9045445097,Pharmacie Al Andalous صيدلية الأندلس,POINT (-4.966285 34.0704308),34.0704308,-4.966285
node,9045451994,Pharmacie Jnan Mekouar صيدلية جنان مكوار,POINT (-4.96295 34.0718486),34.0718486,-4.96295
node,9048910905,Pharmacie Fatima Al Fihriya صيدلية فاطمة الفهرية,POINT (-4.9741905 34.0560754),34.0560754,-4.9741905
node,9048942320,Pharmacie Zkak Lahjar صيدلية زقاق الحجر,POINT (-4.9777072 34.0633697),34.0633697,-4.9777072
node,9049003728,Pharmacie Bab El Guissa صيدلية باب عجيسة,POINT (-4.9757032 34.068623),34.068623,-4.9757032
node,9049003729,Pharmacie Oued Zhoun صيدلية واد الزحون,POINT (-4.9706313 34.0685381),34.0685381,-4.9706313
node,9051315874,Pharmacie Zarouk صيدلية زروق,POINT (-4.9689367 34.0707225),34.0707225,-4.9689367
node,9051360164,Pharmacie Hanane صيدلية حنان,POINT (-4.9635254 34.0667619),34.0667619,-4.9635254
node,9051362482,Pharmacie Jnan Drader صيدلية جنان الدرادر,POINT (-4.9698138 34.0673755),34.0673755,-4.9698138
node,9051373294,Pharmacie Sidi Boujida صيدلية سيدي بوجيدة,POINT (-4.9669479 34.0667762),34.0667762,-4.9669479
node,9051405111,Pharmacie Ibn Battouta صيدلية بن بطوطة,POINT (-4.9624823 34.0656218),34.0656218,-4.9624823
node,9051555679,Pharmacie Al Anouar صيدلية الأنوار,POINT (-4.9664302 34.0637703),34.0637703,-4.9664302
node,9051567252,Pharmacie Bab El Hamraa صيدلية باب الحمراء,POINT (-4.9688505 34.0605946),34.0605946,-4.9688505
node,9051585120,Pharmacie Lagzira صيدلية الجزيرة,POINT (-4.9716214 34.0620445),34.0620445,-4.9716214
node,9056633676,Pharmacie Tadlaoui صيدلية التدلاوي,POINT (-5.0183917 34.0541841),34.0541841,-5.0183917
node,9060425474,Pharmacie Bouramana صيدلية بورمانة,POINT (-4.9940671 34.0225701),34.0225701,-4.9940671
node,9060655331,Pharmacie de Paris صيدلية باريس,POINT (-4.9858207 34.0103805),34.0103805,-4.9858207
node,9060727343,Pharmacie Ibn Taymiya صيدلية بن تيمية,POINT (-4.9908913 33.9902509),33.9902509,-4.9908913
node,9060749381,Pharmacie Slaoui صيدلية السلاوي,POINT (-4.9846357 33.9979001),33.9979001,-4.9846357
node,9062914094,Pharmacie Meliani صيدلية ملياني,POINT (-4.986228 33.9871216),33.9871216,-4.986228
node,9062945305,Pharmacie El Kadiri صيدلية القادري,POINT (-4.9878437 33.9921687),33.9921687,-4.9878437
node,9062947497,Pharmacie Arrayhane صيدلية الريحان,POINT (-4.970386 33.9945831),33.9945831,-4.970386
node,9062954266,Pharmacie Almaz صيدلية ألماز,POINT (-4.977379 33.9905847),33.9905847,-4.977379
node,9062971624,Pharmacie Faculté Echariaa صيدلية كلية الشريعة,POINT (-4.9750457 33.9984657),33.9984657,-4.9750457
node,9063042255,Pharmacie Diamant de Fès صيدلية جوهرة فاس,POINT (-4.9666565 33.9943582),33.9943582,-4.9666565
node,9063046705,Pharmacie Route Sidi Hrazem صيدلية طريق سيدي حرازم,POINT (-4.9558975 34.010757),34.010757,-4.9558975
node,9063050284,Pharmacie Menzeh Saïss صيدلية منزه سايس,POINT (-4.9541278 34.0075084),34.0075084,-4.9541278
node,9064150951,Pharmacie Guard صيدلية كارد,POINT (-4.9739285 34.0112352),34.0112352,-4.9739285
node,9064151371,Pharmacie Ibno Tachefine صيدلية ابن تاشفين,POINT (-4.9722125 34.0117766),34.0117766,-4.9722125
node,9064248041,Pharmacie Essania صيدلية السانية,POINT (-4.9609846 34.0098741),34.0098741,-4.9609846
node,9064274028,Pharmacie Bel Air صيدلية بلير,POINT (-4.9607711 34.0126429),34.0126429,-4.9607711
node,9067076233,Pharmacie Ryad Saiss صيدلية رياض سايس,POINT (-4.9616357 34.0145582),34.0145582,-4.9616357
node,9067097844,Pharmacie Hay Riyad صيدلية حي الرياض,POINT (-4.9605092 34.0192846),34.0192846,-4.9605092
node,9067122685,Pharmacie El Otmani صيدلية العثماني,POINT (-4.9649338 34.0229583),34.0229583,-4.9649338
node,9067461578,Pharmacie de l'Université صيدلية الجامعة,POINT (-4.9859151 34.033483),34.033483,-4.9859151
node,9074295920,Pharmacie Al Alia صيدلية العالية,POINT (-5.0059757 34.0139018),34.0139018,-5.0059757
node,9077198847,Pharmacie Masjid Arreda صيدلية مسجد الرضى,POINT (-4.9982576 34.002482),34.002482,-4.9982576
node,9077218586,Pharmacie des 3 Sources صيدلية المنابع الثلاث,POINT (-4.9940193 33.9967109),33.9967109,-4.9940193
node,9077240390,Pharmacie Jamai صيدلية الجامعي,POINT (-5.003872 33.9952552),33.9952552,-5.003872
node,9077291355,Pharmacie Rachidia 3 صيدلية الراشدية,POINT (-5.0141604 34.0123275),34.0123275,-5.0141604
node,9077313479,Pharmacie Al Alaoui صيدلية العلوي,POINT (-5.0052984 33.9918236),33.9918236,-5.0052984
node,9077395032,Pharmacie Riad El Yassamine صيدلية رياض الياسمين,POINT (-5.0112751 33.9947174),33.9947174,-5.0112751
node,9080092417,Pharmacie Steven صيدلية ستيفن,POINT (-5.0095409 34.0258203),34.0258203,-5.0095409
node,9080252241,Pharmacie Technologie صيدلية التكنولوجيا,POINT (-5.0138875 34.0077585),34.0077585,-5.0138875
node,9080367514,Pharmacie Socrate صيدلية سقراط,POINT (-5.0171304 34.0039944),34.0039944,-5.0171304
node,9080513814,Pharmacie Zahraoui صيدلية الزهراوي,POINT (-5.0153503 34.001512),34.001512,-5.0153503
node,9082210309,Pharmacie Al Madina صيدلية المدينة,POINT (-5.0111208 34.0032877),34.0032877,-5.0111208
node,9082226035,Pharmacie Borj Ennakhil صيدلية برج النخيل,POINT (-5.0160907 33.99852),33.99852,-5.0160907
node,9082234019,Pharmacie Zineb صيدلية زينب,POINT (-5.0175189 33.9948475),33.9948475,-5.0175189
node,9082250910,Pharmacie Ahel Fès صيدلية أهل فاس,POINT (-5.0407775 33.9877828),33.9877828,-5.0407775
node,9082252419,Pharmacie California صيدلية كاليفورنيا,POINT (-5.0205935 33.9925945),33.9925945,-5.0205935
node,9082305309,Pharmacie El Aziza صيدلية العزيزة,POINT (-5.0313473 33.9938707),33.9938707,-5.0313473
node,9088108976,Pharmacie Rihab صيدلية رحاب,POINT (-5.0051466 34.0360636),34.0360636,-5.0051466
node,9088262543,Pharmacie Bennouna صيدلية بنونة,POINT (-5.0237243 34.0233152),34.0233152,-5.0237243
node,9088494169,Pharmacie Aida صيدلية عايدة,POINT (-5.0183225 34.0390484),34.0390484,-5.0183225
node,9091504397,Pharmacie Ghrissi صيدلية غريسي,POINT (-5.0713247 34.0161109),34.0161109,-5.0713247
node,9091558885,Pharmacie Al Jawaher صيدلية الجواهر,POINT (-5.0613538 34.0342938),34.0342938,-5.0613538
node,9091566947,Pharmacie Route Ras Lma صيدلية طريق راس الما,POINT (-5.069146 34.0128948),34.0128948,-5.069146
node,9091590534,Pharmacie Zahir صيدلية زاهر,POINT (-5.0579744 34.021658),34.021658,-5.0579744
node,9091645325,Pharmacie Aicha صيدلية عائشة,POINT (-5.0650531 34.0111367),34.0111367,-5.0650531
node,9091663749,Pharmacie Ghita صيدلية غيثة,POINT (-5.0617496 34.0120727),34.0120727,-5.0617496
node,9091665186,Pharmacie Khawarizmi صيدلية الخوارزمي,POINT (-5.0618088 34.0146727),34.0146727,-5.0618088
node,9091778819,Pharmacie Assafae صيدلية الصفاء,POINT (-5.0656429 33.9918935),33.9918935,-5.0656429
node,9091796679,Pharmacie Dalia صيدلية الدالية,POINT (-5.0520318 33.9932207),33.9932207,-5.0520318
node,9094719849,Pharmacie Wisslane صيدلية ويسلان,POINT (-5.0494146 34.0168098),34.0168098,-5.0494146
node,9094725558,Pharmacie des Champs صيدلية الحقول,POINT (-5.0345556 34.0361253),34.0361253,-5.0345556
node,9094730495,Pharmacie Moussaoui صيدلية موساوي,POINT (-5.048577 34.0414705),34.0414705,-5.048577
node,9094860849,Pharmacie Al Omnia صيدلية الأمنية,POINT (-5.0520034 34.0272369),34.0272369,-5.0520034
node,9094866098,Pharmacie Paraconfiance صيدلية باراكونفيونس,POINT (-5.0489759 34.0226454),34.0226454,-5.0489759
node,9098553534,Pharmacie Nellia صيدلية نيليا,POINT (-5.0362829 34.0144488),34.0144488,-5.0362829
node,9105637082,Pharmacie Tajmouati صيدلية تجموعتي,POINT (-5.0070681 34.0117048),34.0117048,-5.0070681
node,9105659218,Pharmacie El Borj صيدلية البرج,POINT (-4.9857424 34.0686958),34.0686958,-4.9857424
node,9105667807,Pharmacie Hay Benslimane صيدلية حي بنسليمان,POINT (-4.9864241 34.0696287),34.0696287,-4.9864241
node,9105714468,Pharmacie de Fès صيدلية فاس,POINT (-5.0110997 34.06438),34.06438,-5.0110997
node,9107961171,Pharmacie Ouandou صيدلية واندو,POINT (-5.0314442 34.0572905),34.0572905,-5.0314442
node,9107998723,Pharmacie Ziat صيدلية الزيات,POINT (-4.9791927 34.0585728),34.0585728,-4.9791927
node,9651845874,Pharmacie Nationale,POINT (-4.9795049 34.0626035),34.0626035,-4.9795049
